,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone,tweetHashtagCt,Weight,positiveness,negativeness,sentiment_label,pos_adj,neg_adj
0,717499782969712640,"RT @BarbaraPMagnus1: @HartZsuzsanna @Castle_ABC Hey, Hillary Clinton list #Castle as one of her favorite as told to 'The View'!",1,0,Twitter for iPad,2016-04-05 23:50:53,3277647606,APRN1119,Jane hartsock,2015-07-12 17:33:23,I am a pain management provider. People in pain deserve safe effective relief.,387,834,"Casper, Wyoming, USA",,1,0.265,0.25,0.0,positive,0.389285714286,0.05
1,717491446803079168,RT @csmonitor: Why has the media already crowned Hillary? https://t.co/pbTVkNZvN4 https://t.co/nvgs5kZVKM,3,0,Twitter for iPhone,2016-04-05 23:17:45,50889806,yellowstonemike,Michael P Adams,2009-06-26 02:44:16,"intellectual loving: travel, intelligence, hiking, photography, environment; entrepreneurial endeavor; best practices/SEO/content, marketing/collaboration, GCI",1542,2229,"Jackson, Wyoming",Mountain Time (US & Canada),0,1.0,0.00986842105263,0.0263157894737,negative,0.0,0.0
2,717491337331773440,RT @BrookingsInst: Trump supporters are 3x more pessimistic about life in America than Clinton supporters are: https://t.co/2N1YtfxIQ3 http…,23,0,Twitter for iPhone,2016-04-05 23:17:19,50889806,yellowstonemike,Michael P Adams,2009-06-26 02:44:16,"intellectual loving: travel, intelligence, hiking, photography, environment; entrepreneurial endeavor; best practices/SEO/content, marketing/collaboration, GCI",1542,2229,"Jackson, Wyoming",Mountain Time (US & Canada),0,1.0,0.0576923076923,0.25,positive,0.0,0.25
3,717488526833659908,"RT @MarkMoffre: Behind everything BAD stands a #Clinton 
#PENNSYLVANIA #NYprimary #California #Delaware #Wisconsin #Wyoming https://t.co/Ev…",2,0,RoundTeam,2016-04-05 23:06:09,3525116836,WyomingLovers,Wyoming Lover,2015-09-02 16:39:18,"#Wyoming Lover. For all things in and about Wyoming USA. Eat, drink, chat, tweet and date in Wyoming. #FreeDatingInWyoming",862,755,"Wyoming, USA",Pacific Time (US & Canada),7,0.005,0.0,0.0729166666667,negative,0.0,0.0
4,717475343309742081,"RT @AngryVoters: .@DailyCaller: Ties to Hillary Clinton Emerge In #PanamaPapers SCANDAL
#WIprimary #FEELtheBERN #p2 #1u UNION #PDA
https://…",33,0,Twitter for iPhone,2016-04-05 22:13:46,522440546,class_ceiling,ClassCeilingWyoming,2012-03-12 17:44:35,Wyoming native and resident. Anti-Fracking and Pro-Bernie! #FeelTheBern #BirdieSanders #WYCaucus #BernieOrBust,967,1087,Wyoming,,6,0.009,0.0,0.0,positive,0.0,0.0
5,717461048496775168,RT @mangopowergirl: The idea that Clinton has ever been a stalwart for black empowerment is ludicrous https://t.co/vMYU8QPfmF #FeeltheBern…,2,0,Twitter for iPhone,2016-04-05 21:16:58,522440546,class_ceiling,ClassCeilingWyoming,2012-03-12 17:44:35,Wyoming native and resident. Anti-Fracking and Pro-Bernie! #FeelTheBern #BirdieSanders #WYCaucus #BernieOrBust,969,1087,Wyoming,,1,0.265,0.630060728745,0.472744360902,positive,1.02083333333,0.446428571429
6,717451729562775552,The media ignores the actual laws which apply to Clinton’s email server - Hot Air https://t.co/MIVxTbPu9Q,1,0,Twitter Web Client,2016-04-05 20:39:56,533358812,MoberlyG,Jerry,2012-03-22 18:20:40,"Father, Grandfather, Manager, Cowboy, Biker, News Junkie, Conservative, Foodie, Fish slayer with a fly rod",7966,8737,Wyoming,Central Time (US & Canada),0,1.0,0.2125,0.189791666667,negative,0.15,0.07
7,717434151817744384,RT @politico: FBI director: No rush to finish @HillaryClinton email probe before convention https://t.co/a9AeCR3Fri https://t.co/XsoiULj4V5,28,0,Twitter for Android,2016-04-05 19:30:05,2148104773,C_DRyan,Chris R,2013-10-22 01:14:03,Eagle Scout. ΣΧ @ 7220. Avid political asshole. RT ≠ endorsements. Tweets do not reflect opinions of any employer.,141,393,"Wyoming, USA",Central Time (US & Canada),0,1.0,0.0,0.0,positive,0.0,0.0
8,717433638124527616,RT @CherokeeNative3: Bernie's Super PAC Hypocrisy: Twice as Much Outside Money Spent Supporting Sanders as Promoting Clinton https://t.co/r…,20,0,Twitter Web Client,2016-04-05 19:28:03,15880390,mkaee,Marian,2008-08-17 07:24:42,Liberal Democratic woman in a very red state. Retweets do not constitute an endorsement.,3996,3974,"Wyoming, USA",Mountain Time (US & Canada),0,1.0,0.0818181818182,0.0113636363636,positive,0.0,0.0
9,717862285595705344,This is pretty much the crux of the election for me. https://t.co/o6hoKrhji4,0,0,iOS,2016-04-06 23:51:20,34632393,mattsaler,Matt Saler,2009-04-23 14:56:07,Love Wins.,369,1523,"Grand Rapids (Wyoming), MI",Eastern Time (US & Canada),0,1.0,0.0288461538462,0.0,positive,0.21875,0.25
