,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone,tweetHashtagCt,Weight,positiveness,negativeness,sentiment_label,pos_adj,neg_adj
0,712425130480181248,RT @SolidBlue2012: Bernie Sanders teaming up w/ right wingers to attack Hillary in primary - because they know she'll win in the general el…,15,0,Twitter for iPad,2016-03-22 23:46:01,32820396,alaskawater,JaniceImWithHer,2009-04-18 07:05:42,"Tina, Angela, Steven, and Alison's Mom I BLOCK #Trolls proud to be blocked by @realDonaldTrump BSN Pubic health. #facts. don't piss on my leg & say it's raining",1515,2264,Alaska,,0,1.0,0.902970779221,0.201666666667,negative,0.683273809524,0.06625
1,712424819640250368,RT @Libertea2012: RT 5th Ward early voters say Bernie Sanders was not on their ballot. #Chicagotonight https://t.co/CNedWkdIjI: 5th Ward ea…,94,0,Twitter Web Client,2016-03-22 23:44:47,2664205285,scout_lisa,Lisa Scout,2014-07-20 22:28:12,Mother - LGBT & Human Rights Activist,381,1454,"Anchorage,  Alaska",,1,0.265,0.0402097902098,0.0416666666667,negative,0.0,0.0416666666667
2,712420630595915776,RT @Robin182zz: Sanders gasping against Clinton as race heads West - POLITICO https://t.co/UbcB3yldwH https://t.co/cYrHMChmGI,4,0,Twitter for iPad,2016-03-22 23:28:09,32820396,alaskawater,JaniceImWithHer,2009-04-18 07:05:42,"Tina, Angela, Steven, and Alison's Mom I BLOCK #Trolls proud to be blocked by @realDonaldTrump BSN Pubic health. #facts. don't piss on my leg & say it's raining",1515,2264,Alaska,,0,1.0,0.0,0.125,positive,0.0,0.0
3,712410840503222272,Long waits suggest big Arizona primary turnout https://t.co/5cHkMggUhA via @usatoday #Arizona #vote,0,1,Twitter Web Client,2016-03-22 22:49:14,151563607,EdnaPinky,Edna Liza,2010-06-03 18:05:40,"Born & raised in LA.I love my City of Angels. Student, I love Photography, Art, Politics, Debates.",742,1935,"Alaska, USA",Arizona,2,0.127,0.426495726496,0.123504273504,negative,0.437051282051,0.0585042735043
4,712408937585184768,RT @Lee_in_Iowa: Sanders campaign seems unwilling to meet with press in Boise https://t.co/EewyxIma6b,32,0,Twitter for Android,2016-03-22 22:41:41,4005092840,Aroyaldmd,Glenna C,2015-10-24 18:45:12,"Mom, Grandma, #I'mWithHer Feminist, Proud Liberal, Planned P Volunteer, Love ALASKA fishing cooking , travel, & glass of good Red. ADD ME 2 LIST I'LL BLOCK YOU",1790,1927,"Alaska, USA",,0,1.0,0.217788461538,0.753846153846,positive,0.625,0.75
5,712408728524337152,RT @PhiKapMom: @CitizensFedUp Sanders keeps this up and he is going to pass Jeb in wasting money.,5,0,Twitter for Android,2016-03-22 22:40:51,4005092840,Aroyaldmd,Glenna C,2015-10-24 18:45:12,"Mom, Grandma, #I'mWithHer Feminist, Proud Liberal, Planned P Volunteer, Love ALASKA fishing cooking , travel, & glass of good Red. ADD ME 2 LIST I'LL BLOCK YOU",1790,1927,"Alaska, USA",,0,1.0,0.0839572649573,0.101797979798,negative,0.0729166666667,0.510416666667
6,712408670861000704,"RT @CitizensFedUp: Sanders needs Help... 
#FeelingBurned Yet? 
The #PixieDust is running thin!!
https://t.co/H2rMNePbSx

#ByeByeBernie http…",99,0,Twitter for Android,2016-03-22 22:40:37,4005092840,Aroyaldmd,Glenna C,2015-10-24 18:45:12,"Mom, Grandma, #I'mWithHer Feminist, Proud Liberal, Planned P Volunteer, Love ALASKA fishing cooking , travel, & glass of good Red. ADD ME 2 LIST I'LL BLOCK YOU",1790,1927,"Alaska, USA",,3,0.063,0.0696598878764,0.328215737515,positive,0.0416666666667,0.0
7,712405156298489856,"RT @WeNeedHillary: “''I don't believe in charities,'' said Mayor Sanders” https://t.co/cUo8nTqHy8
#ShesWithUs #ImWithHer #TNTweeters https:…",88,0,Twitter for iPad,2016-03-22 22:26:39,32820396,alaskawater,JaniceImWithHer,2009-04-18 07:05:42,"Tina, Angela, Steven, and Alison's Mom I BLOCK #Trolls proud to be blocked by @realDonaldTrump BSN Pubic health. #facts. don't piss on my leg & say it's raining",1516,2264,Alaska,,3,0.063,0.141171328671,0.0192307692308,positive,0.0,0.0
8,712404326799413248,"RT @smoothkobra: What gets me is they attack black people, say antiblack stuff, then wonder why Sanders cant get black support  https://t.c…",9,0,Twitter for iPad,2016-03-22 22:23:21,32820396,alaskawater,JaniceImWithHer,2009-04-18 07:05:42,"Tina, Angela, Steven, and Alison's Mom I BLOCK #Trolls proud to be blocked by @realDonaldTrump BSN Pubic health. #facts. don't piss on my leg & say it's raining",1517,2264,Alaska,,0,1.0,0.224237567988,1.05084325397,negative,0.0,0.892857142857
9,712404077913579521,"RT @TnGovern: @Maggyw519 @SDzzz @Bellalindafox Bernie Sanders Has Benefited More From Super PAC Money Than His Democratic Rivals
https://t.…",9,0,Twitter for Android,2016-03-22 22:22:22,4005092840,Aroyaldmd,Glenna C,2015-10-24 18:45:12,"Mom, Grandma, #I'mWithHer Feminist, Proud Liberal, Planned P Volunteer, Love ALASKA fishing cooking , travel, & glass of good Red. ADD ME 2 LIST I'LL BLOCK YOU",1792,1927,"Alaska, USA",,0,1.0,0.875,0.0,positive,0.0,0.0
