,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone,tweetHashtagCt,Weight,positiveness,negativeness,sentiment_label,pos_adj,neg_adj
0,710978933970173952,"RT @TPM: Trump asks his supporters to boycott Megyn Kelly's show
https://t.co/LDAWF8CISm https://t.co/HX2q8BHtsq",217,0,Twitter for iPhone,2016-03-18 23:59:21,1976035584,ConayH,Fed Up Co,2013-10-20 18:56:15,Education is the great equalizer.,399,1309,"Scottsdale, Arizona",Arizona,0,1.0,0.0535714285714,0.0,positive,0.0,0.0
1,710978909332869120,RT @FishmanLevine: Gloves Are Off: Trump Accuses Hillary Clinton of “Corruption Most of Her Professional Life” https://t.co/BzJBElDSDm via …,75,0,Twitter for Android,2016-03-18 23:59:15,629583217,marcsteiner111,marcsteiner111,2012-07-07 19:20:00,"lib. smashing Obama bashing Conservative , AZ Trucker , avid listener of Hannity and Dr michael Savage radio shows.... #TCOT",2754,2615,"Arizona desert,  ",Arizona,0,1.0,0.0913461538462,0.0,positive,0.0,0.0
2,710978907361583104,"The Religious Right is in a battle for souls, and it’s losing to Donald Trump: https://t.co/SJXoaWNFOq via @slate",0,0,Twitter Web Client,2016-03-18 23:59:15,2227838599,BenCoop14,בנימין,2013-12-03 06:55:46,I talk about politics too much. Sorry. I enjoy weird electronic music a bit too much. Sorry. Retweets are not endorsements.,134,167,Arizona,Arizona,0,1.0,0.0288461538462,0.0,positive,0.0,0.0
3,710978867767287808,"This works for me. I'd rather kick out the #GOPe who wont back Cruz or Trump, bt it's yer vote. @Scully64 @SherriWilkie @realDonaldTrump",0,0,Twitter Web Client,2016-03-18 23:59:06,788255594,djaznh,deb-az,2012-08-29 01:28:18,"Veteran Former DNC member who wandered out of the fog.. Republican by definition, not, GOP. Support #TedCruz2016  #CruzCrew #Prolife",2099,2067,Arizona and New Hampshire,,1,0.265,0.0296296296296,0.0974537037037,negative,0.0,0.279166666667
4,710978699600900096,"RT @dee3620: NICELY SAID
Newt Gingrich: 'The Only President Remotely Like Trump is Andrew Jackson' - Breitbart https://t.co/7bZi4ssgw3",2,0,Twitter for iPhone,2016-03-18 23:58:25,1976035584,ConayH,Fed Up Co,2013-10-20 18:56:15,Education is the great equalizer.,399,1309,"Scottsdale, Arizona",Arizona,0,1.0,0.0288461538462,0.0,positive,0.0,0.0
5,710978649973858305,Anti-Trump forces contemplate the end https://t.co/vZPK1SGQv4,0,0,Twitter Web Client,2016-03-18 23:58:14,1311194118,MistressRazz,Razz Berry,2013-03-28 17:09:42,"Thou shalt not believe the rhetoric.
Thou shalt not stop investigating the truth.
Thou shalt not deter from sharing truth & love for humanity.",626,385,Arizona,Pacific Time (US & Canada),0,1.0,0.0,0.0,positive,0.0,0.0
6,710978648526823424,@JeffFlake @SenJohnMcCain here's your oportunity or you may have to accept a liberal juge or worse Trump's sister. https://t.co/DVBdfEAP0Y,0,0,Twitter for Android,2016-03-18 23:58:13,1486854493,PoliticalMinion,Political Minion,2013-06-06 04:43:23,Educated genetically altered Arizona constituent looking for commonsense answers to tough problems.,799,1365,Arizona,,0,1.0,0.414019936204,0.352088516746,positive,0.322333333333,0.3235
7,710978609775828994,"FOX10Phoenix: RT MarcyJonesFox10: When asked if she was preparing for the #Trump Rally a Fountain Hills woman replied ""Yeah, my friends and…",0,0,IFTTT,2016-03-18 23:58:04,703603733092044800,JamesWyseAZ,Arizona 100,2016-02-27 15:32:57,"https://t.co/x7IxYgBLtS Celebrating #Arizona over the last #100years. Proudly promoting #tourism, #localbusiness, #localnews and #sportsnews",36,13,"Arizona, USA",Pacific Time (US & Canada),1,0.265,0.0824175824176,0.25,positive,0.0,0.0
8,710978390887522304,RT @CarlyFiorina: I ran for president because I believe it is time to take our country back from Washington. https://t.co/GqCHyBbW2L,756,0,Twitter for iPhone,2016-03-18 23:57:12,17904365,Candice_AZ,Candice,2008-12-05 18:45:36,Christian. Desert explorer and lover of Ridgebacks. Ardent conservative. Occasional storm chaser and geomorphology photographer.,1683,1951,"Mesa, Arizona",Arizona,0,1.0,0.183995205337,0.0360530391018,negative,0.0,0.0416666666667
9,710978303184605185,Gilbert Gottfried:  Trump Is 'Hitler Without The Warmth',0,2,Twitter Web Client,2016-03-18 23:56:51,18368976,jazzvideoguy,jazzvideoguy,2008-12-25 02:24:51,"Former Soul Train line dancer, now web video enthusiast seeking people who speak the truth, no matter what the cost.",7234,85,"Tucson, Arizona",Pacific Time (US & Canada),0,1.0,0.0288461538462,0.0,positive,0.0,0.0
